drug,disease,mesh_id,mesh_term,chembl_id,label,n_competitors,has_competitor,n_ct_completed,n_ct_terminated,n_ct_total,term_to_total_ratio,n_expand_terms,has_expand,n_pubmed,log_n_pubmed,has_pubmed,atc_level1,atc_level2
duloxetine,muscular disease,,,CHEMBL1175,0,0,0,0,0,0,0.0,0,0,0,0.0,0,N,N06
duloxetine,narcolepsy-cataplexy syndrome,,,CHEMBL1175,0,0,0,0,0,0,0.0,0,0,0,0.0,0,N,N06
duloxetine,nasal congestion,,,CHEMBL1175,0,0,0,0,0,0,0.0,0,0,0,0.0,0,N,N06
duloxetine,neuropathic pain,,,CHEMBL1175,0,0,0,0,0,0,0.0,0,0,0,0.0,0,N,N06
duloxetine,orthostatic intolerance,,,CHEMBL1175,0,0,0,0,0,0,0.0,0,0,0,0.0,0,N,N06
duloxetine,pain,,,CHEMBL1175,0,0,0,0,0,0,0.0,0,0,0,0.0,0,N,N06
duloxetine,panic disorder,D016584,panic disorder,CHEMBL1175,0,9,1,1,0,1,0.0,8,1,7,2.0794415416798357,1,N,N06
duloxetine,seasonal allergic rhinitis,,,CHEMBL1175,0,0,0,0,0,0,0.0,0,0,0,0.0,0,N,N06
duloxetine,social anxiety disorder,,,CHEMBL1175,0,8,1,0,0,0,0.0,0,0,0,0.0,0,N,N06
everolimus,liver cancer,D008113,liver neoplasms,CHEMBL1908360,0,3,1,5,1,6,0.16666666666666666,9,1,149,5.0106352940962555,1,L,L01
everolimus,prostate cancer,D011471,prostatic neoplasms,CHEMBL1908360,0,2,1,10,4,14,0.2857142857142857,8,1,25,3.258096538021482,1,L,L01
everolimus,multiple myeloma,D009101,multiple myeloma,CHEMBL1908360,0,2,1,7,1,8,0.125,9,1,11,2.4849066497880004,1,L,L01
everolimus,glioblastoma multiforme,D005909,glioblastoma,CHEMBL1908360,0,2,1,10,2,12,0.16666666666666666,9,1,29,3.4011973816621555,1,L,L01
everolimus,thyroid cancer,D013964,thyroid neoplasms,CHEMBL1908360,0,2,1,3,0,3,0.0,9,1,30,3.4339872044851463,1,L,L01
everolimus,acute myeloid leukemia,D015470,"leukemia, myeloid, acute",CHEMBL1908360,0,2,1,4,0,4,0.0,9,1,17,2.8903717578961645,1,L,L01
everolimus,urinary bladder cancer,D001749,urinary bladder neoplasms,CHEMBL1908360,0,2,1,3,2,5,0.4,8,1,19,2.995732273553991,1,L,L01
everolimus,sarcoma,D012509,sarcoma,CHEMBL1908360,0,2,1,8,2,10,0.2,8,1,17,2.8903717578961645,1,L,L01
everolimus,vitiligo,,,CHEMBL1908360,0,3,1,0,0,0,0.0,0,0,0,0.0,0,L,L01
everolimus,graft versus host disease,D006086,graft vs host disease,CHEMBL1908360,0,2,1,6,2,8,0.25,9,1,24,3.2188758248682006,1,L,L01
everolimus,chronic kidney disease,D051436,"renal insufficiency, chronic",CHEMBL1908360,0,2,1,0,0,0,0.0,0,0,2,1.0986122886681098,1,L,L01
everolimus,oral lichen planus,,,CHEMBL1908360,0,3,1,0,0,0,0.0,0,0,0,0.0,0,L,L01
everolimus,kidney transplant,,,CHEMBL1908360,1,2,1,0,0,0,0.0,0,0,0,0.0,0,L,L01
everolimus,liver transplant,,,CHEMBL1908360,1,2,1,0,0,0,0.0,0,0,0,0.0,0,L,L01
everolimus,non-small cell lung cancer,D002289,"carcinoma, non-small-cell lung",CHEMBL1908360,0,2,1,13,3,16,0.1875,9,1,49,3.912023005428146,1,L,L01
everolimus,atopic eczema,,,CHEMBL1908360,0,0,0,0,0,0,0.0,0,0,0,0.0,0,L,L01
everolimus,breast cancer,D001943,breast neoplasms,CHEMBL1908360,1,2,1,63,15,78,0.19230769230769232,8,1,183,5.214935757608986,1,L,L01
everolimus,hamartoma,,,CHEMBL1908360,0,0,0,0,0,0,0.0,0,0,0,0.0,0,L,L01
everolimus,hemangioendothelioma,,,CHEMBL1908360,0,0,0,0,0,0,0.0,0,0,0,0.0,0,L,L01
everolimus,kidney angiomyolipoma,,,CHEMBL1908360,1,0,0,0,0,0,0.0,0,0,0,0.0,0,L,L01
everolimus,lymphangioleiomyomatosis,D018192,lymphangioleiomyomatosis,CHEMBL1908360,0,0,0,8,0,8,0.0,8,1,22,3.1354942159291497,1,L,L01
everolimus,lymphatic malformation,,,CHEMBL1908360,0,0,0,0,0,0,0.0,0,0,0,0.0,0,L,L01
everolimus,neoplasm,,,CHEMBL1908360,0,0,0,0,0,0,0.0,0,0,0,0.0,0,L,L01
everolimus,neuroendocrine neoplasm,,,CHEMBL1908360,1,0,0,0,0,0,0.0,0,0,0,0.0,0,L,L01
everolimus,renal cell carcinoma,D002292,"carcinoma, renal cell",CHEMBL1908360,1,0,0,0,0,0,0.0,0,0,111,4.718498871295094,1,L,L01
everolimus,tuberous sclerosis,,,CHEMBL1908360,1,0,0,0,0,0,0.0,0,0,0,0.0,0,L,L01
everolimus,vascular malformation,,,CHEMBL1908360,0,0,0,0,0,0,0.0,0,0,0,0.0,0,L,L01
finasteride,hypogonadism,,,CHEMBL710,0,1,1,0,0,0,0.0,0,0,0,0.0,0,G,G04
finasteride,alcohol abuse,D000437,alcoholism,CHEMBL710,0,1,1,0,0,0,0.0,7,1,2,1.0986122886681098,1,G,G04
finasteride,prostatitis,,,CHEMBL710,0,1,1,0,0,0,0.0,0,0,0,0.0,0,G,G04
finasteride,kennedy disease,,,CHEMBL710,0,1,1,0,0,0,0.0,0,0,0,0.0,0,G,G04
finasteride,amyotrophic lateral sclerosis,D000690,amyotrophic lateral sclerosis,CHEMBL710,0,1,1,0,0,0,0.0,8,1,0,0.0,0,G,G04
finasteride,lower urinary tract symptom,,,CHEMBL710,0,1,1,0,0,0,0.0,0,0,0,0.0,0,G,G04
finasteride,metastatic prostate cancer,,,CHEMBL710,0,1,1,0,0,0,0.0,0,0,0,0.0,0,G,G04
finasteride,retinopathy,,,CHEMBL710,0,0,0,0,0,0,0.0,0,0,0,0.0,0,G,G04
finasteride,non-small cell lung carcinoma,D002289,"carcinoma, non-small-cell lung",CHEMBL710,0,0,0,0,1,1,1.0,7,1,1,0.6931471805599453,1,G,G04
finasteride,acne,D000152,acne vulgaris,CHEMBL710,0,0,0,1,0,1,0.0,7,1,14,2.70805020110221,1,G,G04
finasteride,hyperplasia,,,CHEMBL710,0,0,0,0,0,0,0.0,0,0,0,0.0,0,G,G04
finasteride,"46,xy disorder of sex development due to 5-alpha-reductase 2 deficiency",,,CHEMBL710,0,0,0,0,0,0,0.0,0,0,0,0.0,0,G,G04
finasteride,alopecia,D000505,alopecia,CHEMBL710,0,0,0,11,0,11,0.0,8,1,225,5.420534999272286,1,G,G04
finasteride,androgenetic alopecia,,,CHEMBL710,1,0,0,0,0,0,0.0,0,0,0,0.0,0,G,G04
finasteride,benign prostatic hyperplasia,D011470,prostatic hyperplasia,CHEMBL710,1,0,0,0,0,0,0.0,0,0,127,4.852030263919617,1,G,G04
finasteride,gout,,,CHEMBL710,0,0,0,0,0,0,0.0,0,0,0,0.0,0,G,G04
finasteride,hypotrichosis,,,CHEMBL710,0,0,0,0,0,0,0.0,0,0,0,0.0,0,G,G04
finasteride,micropenis,,,CHEMBL710,0,0,0,0,0,0,0.0,0,0,0,0.0,0,G,G04
finasteride,neoplasm,,,CHEMBL710,0,0,0,0,0,0,0.0,0,0,0,0.0,0,G,G04
finasteride,prostate adenocarcinoma,,,CHEMBL710,0,0,0,0,0,0,0.0,0,0,0,0.0,0,G,G04
finasteride,prostate cancer,D011471,prostatic neoplasms,CHEMBL710,0,0,0,8,0,8,0.0,8,1,109,4.700480365792417,1,G,G04
finasteride,prostate carcinoma,,,CHEMBL710,0,0,0,0,0,0,0.0,0,0,0,0.0,0,G,G04
finasteride,prostate neoplasm,,,CHEMBL710,0,0,0,0,0,0,0.0,0,0,0,0.0,0,G,G04
finasteride,skin aging,,,CHEMBL710,0,0,0,0,0,0,0.0,0,0,0,0.0,0,G,G04
finasteride,tricuspid valve disease,,,CHEMBL710,0,0,0,0,0,0,0.0,0,0,0,0.0,0,G,G04
imatinib,leukemia,,,CHEMBL941,0,20,1,0,0,0,0.0,0,0,0,0.0,0,L,L01
imatinib,breast cancer,D001943,breast neoplasms,CHEMBL941,0,16,1,0,0,0,0.0,10,1,70,4.2626798770413155,1,L,L01
imatinib,glioblastoma multiforme,D005909,glioblastoma,CHEMBL941,0,14,1,4,1,5,0.2,9,1,59,4.0943445622221,1,L,L01
imatinib,lung cancer,D008175,lung neoplasms,CHEMBL941,0,14,1,10,1,11,0.09090909090909091,10,1,120,4.795790545596741,1,L,L01
imatinib,renal cell carcinoma,D002292,"carcinoma, renal cell",CHEMBL941,0,13,1,0,0,0,0.0,10,1,9,2.302585092994046,1,L,L01
imatinib,liver cancer,D008113,liver neoplasms,CHEMBL941,0,14,1,0,0,0,0.0,0,0,139,4.941642422609304,1,L,L01
imatinib,melanoma,D008545,melanoma,CHEMBL941,0,11,1,0,0,0,0.0,9,1,76,4.343805421853684,1,L,L01
imatinib,pancreatic carcinoma,D010190,pancreatic neoplasms,CHEMBL941,0,10,1,0,0,0,0.0,10,1,13,2.6390573296152584,1,L,L01
imatinib,colorectal cancer,D015179,colorectal neoplasms,CHEMBL941,0,10,1,0,0,0,0.0,9,1,9,2.302585092994046,1,L,L01
imatinib,prostate cancer,D011471,prostatic neoplasms,CHEMBL941,0,11,1,0,0,0,0.0,0,0,32,3.4965075614664802,1,L,L01
imatinib,multiple myeloma,D009101,multiple myeloma,CHEMBL941,0,10,1,0,0,0,0.0,0,0,28,3.367295829986474,1,L,L01
imatinib,gastric cancer,D013274,stomach neoplasms,CHEMBL941,0,8,1,0,0,0,0.0,8,1,154,5.043425116919247,1,L,L01
imatinib,thyroid cancer,D013964,thyroid neoplasms,CHEMBL941,0,8,1,0,0,0,0.0,0,0,7,2.0794415416798357,1,L,L01
imatinib,ovarian cancer,,,CHEMBL941,0,7,1,0,0,0,0.0,0,0,0,0.0,0,L,L01
imatinib,systemic mastocytosis,D034721,"mastocytosis, systemic",CHEMBL941,0,6,1,1,0,1,0.0,8,1,77,4.356708826689592,1,L,L01
imatinib,acroosteolysis-keloid-like lesions-premature aging syndrome,,,CHEMBL941,0,0,0,0,0,0,0.0,0,0,0,0.0,0,L,L01
imatinib,acute lymphoblastic leukemia,,,CHEMBL941,1,0,0,0,0,0,0.0,0,0,0,0.0,0,L,L01
imatinib,acute myeloid leukemia,D015470,"leukemia, myeloid, acute",CHEMBL941,0,16,1,7,0,7,0.0,10,1,79,4.382026634673881,1,L,L01
imatinib,basal ganglia calcification,,,CHEMBL941,0,0,0,0,0,0,0.0,0,0,0,0.0,0,L,L01
imatinib,bilateral striopallidodentate calcinosis,,,CHEMBL941,0,0,0,0,0,0,0.0,0,0,0,0.0,0,L,L01
imatinib,"blast phase chronic myelogenous leukemia, bcr-abl1 positive",,,CHEMBL941,1,0,0,0,0,0,0.0,0,0,0,0.0,0,L,L01
imatinib,cancer,,,CHEMBL941,0,0,0,0,0,0,0.0,0,0,0,0.0,0,L,L01
imatinib,chronic myelogenous leukemia,D015464,"leukemia, myelogenous, chronic, bcr-abl positive",CHEMBL941,1,11,1,10,0,10,0.0,10,1,1082,6.9874902470009905,1,L,L01
imatinib,congenital heart defects and skeletal malformations syndrome,,,CHEMBL941,0,0,0,0,0,0,0.0,0,0,0,0.0,0,L,L01
imatinib,cutaneous mastocytosis,,,CHEMBL941,0,0,0,0,0,0,0.0,0,0,0,0.0,0,L,L01
imatinib,dermatofibrosarcoma protuberans,,,CHEMBL941,1,0,0,0,0,0,0.0,0,0,0,0.0,0,L,L01
imatinib,follicular lymphoma,,,CHEMBL941,0,0,0,0,0,0,0.0,0,0,0,0.0,0,L,L01
imatinib,gastrointestinal stromal tumor,D046152,gastrointestinal stromal tumors,CHEMBL941,1,16,1,2,1,3,0.3333333333333333,10,1,754,6.626717749249025,1,L,L01
imatinib,hepatocellular carcinoma,D006528,"carcinoma, hepatocellular",CHEMBL941,0,9,1,0,0,0,0.0,10,1,39,3.6888794541139363,1,L,L01
imatinib,hypereosinophilic syndrome,,,CHEMBL941,1,0,0,0,0,0,0.0,0,0,0,0.0,0,L,L01
imatinib,idiopathic pulmonary fibrosis,,,CHEMBL941,0,0,0,0,0,0,0.0,0,0,0,0.0,0,L,L01
imatinib,infantile myofibromatosis,,,CHEMBL941,0,0,0,0,0,0,0.0,0,0,0,0.0,0,L,L01
imatinib,lymphoid leukemia,,,CHEMBL941,0,0,0,0,0,0,0.0,0,0,0,0.0,0,L,L01
imatinib,maculopapular cutaneous mastocytosis,,,CHEMBL941,0,0,0,0,0,0,0.0,0,0,0,0.0,0,L,L01
imatinib,mastocytosis,,,CHEMBL941,0,0,0,0,0,0,0.0,0,0,0,0.0,0,L,L01
imatinib,metastatic colorectal cancer,,,CHEMBL941,0,0,0,0,0,0,0.0,0,0,0,0.0,0,L,L01
imatinib,myelodysplastic syndrome,D009190,myelodysplastic syndromes,CHEMBL941,0,0,0,0,0,0,0.0,0,0,44,3.8066624897703196,1,L,L01
imatinib,myelodysplastic/myeloproliferative disease,,,CHEMBL941,1,0,0,0,0,0,0.0,0,0,0,0.0,0,L,L01
imatinib,myelodysplastic/myeloproliferative neoplasm,,,CHEMBL941,1,0,0,0,0,0,0.0,0,0,0,0.0,0,L,L01
imatinib,myeloid leukemia,,,CHEMBL941,0,0,0,0,0,0,0.0,0,0,0,0.0,0,L,L01
imatinib,"myofibromatosis, infantile, 1",,,CHEMBL941,0,0,0,0,0,0,0.0,0,0,0,0.0,0,L,L01
imatinib,neoplasm,,,CHEMBL941,0,0,0,0,0,0,0.0,0,0,0,0.0,0,L,L01
imatinib,neurodegenerative disease,,,CHEMBL941,0,0,0,0,0,0,0.0,0,0,0,0.0,0,L,L01
imatinib,non-small cell lung carcinoma,D002289,"carcinoma, non-small-cell lung",CHEMBL941,0,13,1,0,0,0,0.0,10,1,36,3.6109179126442243,1,L,L01
imatinib,piebaldism,,,CHEMBL941,0,0,0,0,0,0,0.0,0,0,0,0.0,0,L,L01
imatinib,skeletal overgrowth-craniofacial dysmorphism-hyperelastic skin-white matter lesions syndrome,,,CHEMBL941,0,0,0,0,0,0,0.0,0,0,0,0.0,0,L,L01
metformin,abnormal glucose tolerance,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,abnormality of the skeletal system,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,aging,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,alzheimer disease,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,colorectal cancer,D015179,colorectal neoplasms,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,158,5.0689042022202315,1,A,A10
metformin,covid-19,D000086382,covid-19,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,67,4.219507705176107,1,A,A10
metformin,diabetes mellitus,D003920,diabetes mellitus,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,349,5.857933154483459,1,A,A10
metformin,disorder of lipid metabolism,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,external ophthalmoplegia,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,familial hypertrophic cardiomyopathy,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,follicular thyroid carcinoma,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,genetic disorder,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,gestational diabetes,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,hair color,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,histiocytoid cardiomyopathy,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,inborn mitochondrial myopathy,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,insulin resistance,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,interstitial nephritis,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,isolated cytochrome c oxidase deficiency,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,kearns-sayre syndrome,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,leber hereditary optic neuropathy,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,"leber hereditary optic neuropathy, autosomal recessive",,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,leber plus disease,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,"leber-like hereditary optic neuropathy, autosomal recessive 2",,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,leigh syndrome,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,leigh syndrome due to mitochondrial complex iv deficiency,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,"leigh syndrome, mitochondrial",,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,linear skin defects with multiple congenital anomalies 3,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,lysosomal storage disease,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,maternally-inherited diabetes and deafness,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,maternally-inherited leigh syndrome,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,melas,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,melas syndrome,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,merrf,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,merrf syndrome,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,metabolic disease,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,metabolic syndrome,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,microphthalmia with linear skin defects syndrome,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,"mitochondrial complex 1 deficiency, nuclear type 35",,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,mitochondrial complex i deficiency,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,"mitochondrial complex i deficiency, mitochondrial type 1",,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,"mitochondrial complex i deficiency, nuclear type 1",,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,"mitochondrial complex i deficiency, nuclear type 10",,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,"mitochondrial complex i deficiency, nuclear type 11",,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,"mitochondrial complex i deficiency, nuclear type 12",,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,"mitochondrial complex i deficiency, nuclear type 13",,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,"mitochondrial complex i deficiency, nuclear type 14",,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,"mitochondrial complex i deficiency, nuclear type 15",,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,"mitochondrial complex i deficiency, nuclear type 18",,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,"mitochondrial complex i deficiency, nuclear type 2",,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,"mitochondrial complex i deficiency, nuclear type 22",,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,"mitochondrial complex i deficiency, nuclear type 23",,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,"mitochondrial complex i deficiency, nuclear type 24",,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,"mitochondrial complex i deficiency, nuclear type 25",,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,"mitochondrial complex i deficiency, nuclear type 26",,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,"mitochondrial complex i deficiency, nuclear type 28",,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,"mitochondrial complex i deficiency, nuclear type 3",,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,"mitochondrial complex i deficiency, nuclear type 30",,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,"mitochondrial complex i deficiency, nuclear type 32",,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,"mitochondrial complex i deficiency, nuclear type 33",,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,"mitochondrial complex i deficiency, nuclear type 36",,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,"mitochondrial complex i deficiency, nuclear type 37",,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,"mitochondrial complex i deficiency, nuclear type 39",,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,"mitochondrial complex i deficiency, nuclear type 4",,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,"mitochondrial complex i deficiency, nuclear type 5",,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,"mitochondrial complex i deficiency, nuclear type 6",,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,"mitochondrial complex i deficiency, nuclear type 7",,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,"mitochondrial complex i deficiency, nuclear type 8",,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,"mitochondrial complex i deficiency, nuclear type 9",,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,"mitochondrial complex iv deficiency, nuclear type 21",,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,mitochondrial disease,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,mitochondrial encephalomyopathy,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,mitochondrial myopathy,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,mitochondrial myopathy with reversible cytochrome c oxidase deficiency,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,mitochondrial non-syndromic sensorineural deafness,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,mitochondrial non-syndromic sensorineural deafness with susceptibility to aminoglycoside exposure,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,mitochondrial non-syndromic sensorineural hearing loss,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,multiple sclerosis,D009103,multiple sclerosis,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,13,2.6390573296152584,1,A,A10
metformin,myopia,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,ndufb11-related disorders,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,neurodegenerative disease,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,neurodevelopmental delay,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,neuroinflammatory disorder,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,nystagmus,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,obesity,D009765,obesity,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,633,6.452048954437226,1,A,A10
metformin,obstructive sleep apnea,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,parkinson disease,D010300,parkinson disease,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,25,3.258096538021482,1,A,A10
metformin,pathologic nystagmus,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,pearson syndrome,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,polycystic ovary syndrome,D011085,polycystic ovary syndrome,CHEMBL1431,0,0,0,105,8,113,0.07079646017699115,10,1,870,6.769641976852503,1,A,A10
metformin,prediabetes syndrome,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,progressive cavitating leukoencephalopathy,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,prostate cancer,D011471,prostatic neoplasms,CHEMBL1431,0,0,0,10,8,18,0.4444444444444444,8,1,181,5.204006687076795,1,A,A10
metformin,rare genetic deafness,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,sleep apnea,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,sudden infant death syndrome,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,systemic lupus erythematosus,D008180,"lupus erythematosus, systemic",CHEMBL1431,0,0,0,0,0,0,0.0,0,0,25,3.258096538021482,1,A,A10
metformin,thyroid gland oncocytic follicular carcinoma,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,type 1 diabetes mellitus,D003922,"diabetes mellitus, type 1",CHEMBL1431,0,0,0,0,0,0,0.0,0,0,143,4.969813299576001,1,A,A10
metformin,type 2 diabetes mellitus,D003924,"diabetes mellitus, type 2",CHEMBL1431,1,0,0,0,0,0,0.0,0,0,2815,7.943072717277933,1,A,A10
metformin,cardiovascular disease,D002318,cardiovascular diseases,CHEMBL1431,0,0,0,10,2,12,0.16666666666666666,10,1,379,5.940171252720432,1,A,A10
metformin,hepatic steatosis,D005234,fatty liver,CHEMBL1431,0,0,0,24,4,28,0.14285714285714285,10,1,93,4.543294782270004,1,A,A10
metformin,muscular dystrophy,,,CHEMBL1431,0,0,0,0,0,0,0.0,0,0,0,0.0,0,A,A10
metformin,brain neoplasm,D001932,brain neoplasms,CHEMBL1431,0,0,0,1,0,1,0.0,9,1,71,4.276666119016055,1,A,A10
